scenario,is_conflict,number_of_conflicts,places_of_conflicts,conflict_vehicles,decisions,priority_order,waiting_times
"{""vehicles_scenario"": [{""vehicle_id"": ""V1364"", ""lane"": ""6"", ""speed"": 61.724110944563385, ""distance_to_intersection"": 97.01373733044039, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V5659"", ""lane"": ""1"", ""speed"": 39.09865907678537, ""distance_to_intersection"": 278.8735297369209, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V2232"", ""lane"": ""6"", ""speed"": 70.91356462873306, ""distance_to_intersection"": 136.04764262065993, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V7863"", ""lane"": ""2"", ""speed"": 77.74230397011779, ""distance_to_intersection"": 159.3323925461113, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V1136"", ""lane"": ""2"", ""speed"": 43.95097500958937, ""distance_to_intersection"": 379.20680628880893, ""direction"": ""north"", ""destination"": ""C""}]}",no,0,[],[],[],"{'V1364': None, 'V5659': None, 'V2232': None, 'V7863': None, 'V1136': None}","{'V1364': 0, 'V5659': 0, 'V2232': 0, 'V7863': 0, 'V1136': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4592"", ""lane"": ""7"", ""speed"": 26.33061740688406, ""distance_to_intersection"": 233.4004856729608, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V6441"", ""lane"": ""8"", ""speed"": 45.000217621343104, ""distance_to_intersection"": 397.43617059005516, ""direction"": ""west"", ""destination"": ""A""}]}",no,0,[],[],[],"{'V4592': None, 'V6441': None}","{'V4592': 0, 'V6441': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5194"", ""lane"": ""7"", ""speed"": 56.50677758654761, ""distance_to_intersection"": 425.64671315878337, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V9425"", ""lane"": ""2"", ""speed"": 58.49454944147022, ""distance_to_intersection"": 361.76345205047653, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V1039"", ""lane"": ""7"", ""speed"": 53.33230530315661, ""distance_to_intersection"": 71.1730559998188, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V5194': None, 'V9425': None, 'V1039': None}","{'V5194': 0, 'V9425': 0, 'V1039': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4176"", ""lane"": ""8"", ""speed"": 58.119529462811194, ""distance_to_intersection"": 400.72105907330644, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V9077"", ""lane"": ""7"", ""speed"": 65.75271814827947, ""distance_to_intersection"": 65.66272724956096, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V3841"", ""lane"": ""3"", ""speed"": 40.80032432041044, ""distance_to_intersection"": 235.4597363029496, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V2485"", ""lane"": ""6"", ""speed"": 58.68991467807923, ""distance_to_intersection"": 486.12638325185986, ""direction"": ""south"", ""destination"": ""A""}]}",no,0,[],[],[],"{'V4176': None, 'V9077': None, 'V3841': None, 'V2485': None}","{'V4176': 0, 'V9077': 0, 'V3841': 0, 'V2485': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1807"", ""lane"": ""7"", ""speed"": 48.982188287409684, ""distance_to_intersection"": 205.34186168275278, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V1213"", ""lane"": ""3"", ""speed"": 79.91362709725519, ""distance_to_intersection"": 289.96404360466965, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V1807': None, 'V1213': None}","{'V1807': 0, 'V1213': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5714"", ""lane"": ""7"", ""speed"": 74.91972720870216, ""distance_to_intersection"": 117.43941425262577, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V6883"", ""lane"": ""5"", ""speed"": 49.84180844152937, ""distance_to_intersection"": 314.17530063194687, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V5513"", ""lane"": ""7"", ""speed"": 61.66797154504842, ""distance_to_intersection"": 438.3423320026654, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V8851"", ""lane"": ""6"", ""speed"": 55.51474766868707, ""distance_to_intersection"": 451.47327670073656, ""direction"": ""south"", ""destination"": ""H""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V6883', 'vehicle2_id': 'V5513'}, {'vehicle1_id': 'V5513', 'vehicle2_id': 'V8851'}]","['Potential conflict: Vehicle V5513 must yield to Vehicle V6883', 'Potential conflict: Vehicle V8851 must yield to Vehicle V5513']","{'V6883': 1, 'V5513': 2, 'V8851': 3, 'V5714': None}","{'V6883': 0, 'V5513': 0, 'V8851': 0, 'V5714': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7393"", ""lane"": ""4"", ""speed"": 74.66888518914013, ""distance_to_intersection"": 223.43871929946832, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V7814"", ""lane"": ""7"", ""speed"": 37.80441872353842, ""distance_to_intersection"": 478.207265646167, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V4016"", ""lane"": ""6"", ""speed"": 64.11835815720956, ""distance_to_intersection"": 185.32639415852157, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V4081"", ""lane"": ""8"", ""speed"": 33.870771915903944, ""distance_to_intersection"": 118.93238027308891, ""direction"": ""west"", ""destination"": ""C""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V7393', 'vehicle2_id': 'V4016'}, {'vehicle1_id': 'V4016', 'vehicle2_id': 'V4081'}]","['Potential conflict: Vehicle V7393 must yield to Vehicle V4016', 'Potential conflict: Vehicle V4081 must yield to Vehicle V4016']","{'V4016': 1, 'V7393': 2, 'V4081': 3, 'V7814': None}","{'V4016': 0, 'V7393': 2, 'V4081': 2, 'V7814': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6086"", ""lane"": ""2"", ""speed"": 30.03759449735587, ""distance_to_intersection"": 219.71880388260598, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V5703"", ""lane"": ""2"", ""speed"": 72.85604881466597, ""distance_to_intersection"": 272.5778102833906, ""direction"": ""north"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V6086': None, 'V5703': None}","{'V6086': 0, 'V5703': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1658"", ""lane"": ""8"", ""speed"": 38.67515348403923, ""distance_to_intersection"": 88.73750389614409, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V3943"", ""lane"": ""5"", ""speed"": 59.30924235842176, ""distance_to_intersection"": 229.09605276717872, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V2058"", ""lane"": ""5"", ""speed"": 38.00281034316048, ""distance_to_intersection"": 105.08887550453855, ""direction"": ""south"", ""destination"": ""D""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V1658', 'vehicle2_id': 'V2058'}]",['Potential conflict: Vehicle V2058 must yield to Vehicle V1658'],"{'V1658': 1, 'V2058': 2, 'V3943': None}","{'V1658': 0, 'V2058': 1, 'V3943': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8562"", ""lane"": ""5"", ""speed"": 28.090925060959243, ""distance_to_intersection"": 304.6717211663646, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V4188"", ""lane"": ""3"", ""speed"": 21.14879426766436, ""distance_to_intersection"": 92.584435629773, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V6254"", ""lane"": ""6"", ""speed"": 38.20988054644807, ""distance_to_intersection"": 239.57588955595494, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V6402"", ""lane"": ""6"", ""speed"": 24.493726239872352, ""distance_to_intersection"": 316.06490190110594, ""direction"": ""south"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V8562': None, 'V4188': None, 'V6254': None, 'V6402': None}","{'V8562': 0, 'V4188': 0, 'V6254': 0, 'V6402': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7552"", ""lane"": ""4"", ""speed"": 50.31300095758709, ""distance_to_intersection"": 347.05523179130563, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V1464"", ""lane"": ""1"", ""speed"": 70.57204015560266, ""distance_to_intersection"": 469.58328185804504, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V4336"", ""lane"": ""3"", ""speed"": 36.43350746888191, ""distance_to_intersection"": 109.20018914610742, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V5110"", ""lane"": ""1"", ""speed"": 30.666311475107438, ""distance_to_intersection"": 127.90905492858015, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V7552', 'vehicle2_id': 'V1464'}]",['Potential conflict: Vehicle V7552 must yield to Vehicle V1464'],"{'V1464': 1, 'V7552': 2, 'V4336': None, 'V5110': None}","{'V1464': 0, 'V7552': 2, 'V4336': 0, 'V5110': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7535"", ""lane"": ""7"", ""speed"": 23.1367635619262, ""distance_to_intersection"": 473.7628715513204, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V2068"", ""lane"": ""8"", ""speed"": 41.932491519146055, ""distance_to_intersection"": 168.74914940814588, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V4037"", ""lane"": ""8"", ""speed"": 49.99201164721815, ""distance_to_intersection"": 83.29360141068318, ""direction"": ""west"", ""destination"": ""C""}]}",no,0,[],[],[],"{'V7535': None, 'V2068': None, 'V4037': None}","{'V7535': 0, 'V2068': 0, 'V4037': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1852"", ""lane"": ""8"", ""speed"": 43.727053176465844, ""distance_to_intersection"": 396.1817271837697, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V2442"", ""lane"": ""5"", ""speed"": 21.10871254918161, ""distance_to_intersection"": 309.27116777818674, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V6435"", ""lane"": ""6"", ""speed"": 34.31722830358196, ""distance_to_intersection"": 236.64340160157582, ""direction"": ""south"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V1852': None, 'V2442': None, 'V6435': None}","{'V1852': 0, 'V2442': 0, 'V6435': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2457"", ""lane"": ""6"", ""speed"": 52.57867990495915, ""distance_to_intersection"": 457.99001422905343, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V7384"", ""lane"": ""7"", ""speed"": 27.920507918424274, ""distance_to_intersection"": 437.4114285140235, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V7164"", ""lane"": ""8"", ""speed"": 75.57601826792333, ""distance_to_intersection"": 435.1153866984861, ""direction"": ""west"", ""destination"": ""C""}]}",no,0,[],[],[],"{'V2457': None, 'V7384': None, 'V7164': None}","{'V2457': 0, 'V7384': 0, 'V7164': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5994"", ""lane"": ""5"", ""speed"": 36.19606822163875, ""distance_to_intersection"": 294.6192920897148, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V2973"", ""lane"": ""7"", ""speed"": 46.45653939899546, ""distance_to_intersection"": 414.20953372196976, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V5734"", ""lane"": ""3"", ""speed"": 26.962406719795673, ""distance_to_intersection"": 192.2759735940557, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V7036"", ""lane"": ""7"", ""speed"": 45.65322645194465, ""distance_to_intersection"": 176.75037779082726, ""direction"": ""west"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V5994', 'vehicle2_id': 'V2973'}]",['Potential conflict: Vehicle V2973 must yield to Vehicle V5994'],"{'V5994': 1, 'V2973': 2, 'V5734': None, 'V7036': None}","{'V5994': 0, 'V2973': 0, 'V5734': 0, 'V7036': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2530"", ""lane"": ""4"", ""speed"": 22.03412905634893, ""distance_to_intersection"": 99.36538665918832, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V7792"", ""lane"": ""2"", ""speed"": 53.36441216059013, ""distance_to_intersection"": 464.90645988646844, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V7267"", ""lane"": ""7"", ""speed"": 68.80384306553574, ""distance_to_intersection"": 484.04252595727195, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V2530': None, 'V7792': None, 'V7267': None}","{'V2530': 0, 'V7792': 0, 'V7267': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2913"", ""lane"": ""6"", ""speed"": 78.95632024089724, ""distance_to_intersection"": 109.03578397067884, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V4221"", ""lane"": ""1"", ""speed"": 56.82717300904196, ""distance_to_intersection"": 361.6208911686999, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V2291"", ""lane"": ""5"", ""speed"": 27.438340552563048, ""distance_to_intersection"": 438.4228694629189, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V4466"", ""lane"": ""1"", ""speed"": 75.11062797335887, ""distance_to_intersection"": 109.19141909742744, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V3604"", ""lane"": ""6"", ""speed"": 23.426954987970024, ""distance_to_intersection"": 154.3725007129092, ""direction"": ""south"", ""destination"": ""A""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V2913', 'vehicle2_id': 'V4466'}, {'vehicle1_id': 'V4221', 'vehicle2_id': 'V3604'}]","['Potential conflict: Vehicle V2913 must yield to Vehicle V4466', 'Potential conflict: Vehicle V3604 must yield to Vehicle V4221']","{'V2913': 1, 'V4466': 2, 'V4221': 3, 'V3604': 4, 'V2291': None}","{'V2913': 0, 'V4466': 2, 'V4221': 0, 'V3604': 2, 'V2291': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4175"", ""lane"": ""2"", ""speed"": 29.259952911346424, ""distance_to_intersection"": 229.26643848000384, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V9385"", ""lane"": ""6"", ""speed"": 38.17563462438912, ""distance_to_intersection"": 150.17735313739172, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V1227"", ""lane"": ""5"", ""speed"": 76.41678082325242, ""distance_to_intersection"": 338.70481577399147, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V5239"", ""lane"": ""8"", ""speed"": 72.48325034848608, ""distance_to_intersection"": 211.62027458684273, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V2955"", ""lane"": ""1"", ""speed"": 35.14811525615254, ""distance_to_intersection"": 297.3927311266, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V9385', 'vehicle2_id': 'V5239'}]",['Potential conflict: Vehicle V9385 must yield to Vehicle V5239'],"{'V5239': 1, 'V9385': 2, 'V4175': None, 'V1227': None, 'V2955': None}","{'V5239': 0, 'V9385': 0, 'V4175': 0, 'V1227': 0, 'V2955': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3010"", ""lane"": ""4"", ""speed"": 50.01238517497711, ""distance_to_intersection"": 201.6250408816327, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V7941"", ""lane"": ""8"", ""speed"": 63.91463245906653, ""distance_to_intersection"": 63.54930369259411, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V1227"", ""lane"": ""2"", ""speed"": 71.11791783438863, ""distance_to_intersection"": 69.29602033287625, ""direction"": ""north"", ""destination"": ""C""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V7941', 'vehicle2_id': 'V1227'}]",['Potential conflict: Vehicle V7941 must yield to Vehicle V1227'],"{'V1227': 1, 'V7941': 2, 'V3010': None}","{'V1227': 0, 'V7941': 2, 'V3010': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2899"", ""lane"": ""6"", ""speed"": 26.08385053240038, ""distance_to_intersection"": 199.09634110874907, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V3012"", ""lane"": ""5"", ""speed"": 23.54295914858192, ""distance_to_intersection"": 493.72269199677675, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V7689"", ""lane"": ""1"", ""speed"": 77.05739370072192, ""distance_to_intersection"": 151.2300179437289, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V6858"", ""lane"": ""2"", ""speed"": 48.689095544770865, ""distance_to_intersection"": 186.44568665714405, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V2289"", ""lane"": ""3"", ""speed"": 46.74647257012813, ""distance_to_intersection"": 226.86305648505197, ""direction"": ""east"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V6858', 'vehicle2_id': 'V2289'}]",['Potential conflict: Vehicle V2289 must yield to Vehicle V6858'],"{'V6858': 1, 'V2289': 2, 'V2899': None, 'V3012': None, 'V7689': None}","{'V6858': 0, 'V2289': 0, 'V2899': 0, 'V3012': 0, 'V7689': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7940"", ""lane"": ""6"", ""speed"": 23.86170710702361, ""distance_to_intersection"": 147.73833583899753, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V4875"", ""lane"": ""6"", ""speed"": 27.863684512408817, ""distance_to_intersection"": 331.49311155446236, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V7274"", ""lane"": ""6"", ""speed"": 27.781912331550988, ""distance_to_intersection"": 176.0809481455388, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V3603"", ""lane"": ""3"", ""speed"": 65.84467365552976, ""distance_to_intersection"": 262.91263649924065, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V2009"", ""lane"": ""5"", ""speed"": 51.58152171754135, ""distance_to_intersection"": 186.06099357249664, ""direction"": ""south"", ""destination"": ""D""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V3603', 'vehicle2_id': 'V2009'}]",['Potential conflict: Vehicle V3603 must yield to Vehicle V2009'],"{'V2009': 1, 'V3603': 2, 'V7940': None, 'V4875': None, 'V7274': None}","{'V2009': 0, 'V3603': 1, 'V7940': 0, 'V4875': 0, 'V7274': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5447"", ""lane"": ""5"", ""speed"": 34.54279389726983, ""distance_to_intersection"": 373.2814340376147, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V5944"", ""lane"": ""2"", ""speed"": 72.21525702368561, ""distance_to_intersection"": 280.14321785839525, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V9294"", ""lane"": ""3"", ""speed"": 34.40811678717564, ""distance_to_intersection"": 250.6313151833481, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V1378"", ""lane"": ""3"", ""speed"": 56.87039086157392, ""distance_to_intersection"": 77.40351627473568, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V4996"", ""lane"": ""5"", ""speed"": 51.43495203648372, ""distance_to_intersection"": 250.92295675803302, ""direction"": ""south"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V5944', 'vehicle2_id': 'V4996'}]",['Potential conflict: Vehicle V4996 must yield to Vehicle V5944'],"{'V5944': 1, 'V4996': 2, 'V5447': None, 'V9294': None, 'V1378': None}","{'V5944': 0, 'V4996': 0, 'V5447': 0, 'V9294': 0, 'V1378': 0}"
